_c0,loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,enrollment_type,cancellation_year,cancellation_month,salary_group
9143,237586,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,102850.0,Married,Nova,Standard,2017.0,,High
9163,320576,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,91817.0,Married,Nova,Standard,,,High
9376,646399,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,48369.0,Married,Nova,Standard,,,Low
9550,481590,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,79072.0,Married,Nova,Standard,,,High
9642,925573,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,80806.0,Married,Nova,Standard,,,High
10518,428778,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,61658.0,Married,Star,Standard,,,Medium
10679,638685,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,100240.0,Single,Star,Standard,,,High
10813,612963,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,55976.0,Married,Star,Standard,,,Medium
11270,268932,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,73785.0,Married,Star,Standard,,,High
11510,309584,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,48104.0,Married,Star,Standard,,,Low
12116,966059,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,67072.0,Married,Star,Standard,,,Medium
12799,916131,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,87119.0,Married,Star,Standard,,,High
12915,834270,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,90071.0,Divorced,Star,Standard,,,High
13024,372069,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,72991.0,Married,Star,Standard,,,High
13065,255718,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,229203.0,Married,Star,Standard,,,High
13560,627913,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,56553.0,Single,Star,Standard,2014.0,,Medium
13959,587623,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,50546.0,Divorced,Star,Standard,,,Medium
14407,140208,Canada,Quebec,Tremblant,H5Y 2S9,Male,Master,123841.0,Married,Star,Standard,,,High
14483,278568,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,70846.0,Married,Star,Standard,,,High
14487,412487,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,55921.0,Married,Star,Standard,,,Medium
14566,711823,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,51944.0,Married,Star,Standard,,,Medium
14938,296567,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,25604.0,Single,Star,2018 Promotion,,,Low
15012,946001,Canada,Quebec,Quebec City,G1B 3L5,Female,Doctor,134577.0,Single,Star,Standard,,,High
15413,156673,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,55002.0,Married,Star,Standard,,,Medium
15519,848615,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,136845.0,Married,Star,Standard,,,High
16016,322000,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,75231.0,Single,Star,Standard,,,High
16114,602043,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,60481.0,Married,Star,Standard,,,Medium
16425,265557,Canada,Quebec,Tremblant,H5Y 2S9,Female,Doctor,66360.0,Married,Star,Standard,,,Medium
198,610946,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,56947.0,Married,Star,Standard,,,Medium
290,884530,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,61040.0,Married,Star,Standard,,,Medium
576,579005,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,49031.0,Married,Star,Standard,,,Low
681,502534,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,85221.0,Divorced,Star,Standard,,,High
895,640244,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,56178.0,Married,Aurora,Standard,,,Medium
1045,113316,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,60156.0,Single,Aurora,Standard,2018.0,,Medium
1084,855026,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,50298.0,Married,Aurora,Standard,,,Medium
2439,230101,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,99796.0,Married,Aurora,Standard,,,High
2523,885474,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,68299.0,Married,Aurora,Standard,,,Medium
2877,379446,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,55593.0,Married,Aurora,Standard,,,Medium
2922,624065,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,73185.0,Married,Aurora,Standard,,,High
3481,602275,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,80978.0,Single,Aurora,Standard,2017.0,,High
3562,665679,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,61367.0,Married,Aurora,Standard,,,Medium
4083,278013,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,94935.0,Divorced,Aurora,Standard,,,High
4490,797158,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,77699.0,Married,Nova,Standard,,,High
4569,789052,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,69681.0,Divorced,Nova,Standard,,,Medium
4610,604526,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,102715.0,Married,Nova,Standard,,,High
4647,878510,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,93281.0,Single,Nova,Standard,2018.0,,High
5219,197239,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,54038.0,Married,Nova,Standard,2015.0,,Medium
5268,871124,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,92259.0,Married,Nova,Standard,,,High
5546,810448,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,60519.0,Married,Nova,Standard,,,Medium
6304,123060,Canada,Ontario,Toronto,P1J 8T7,Male,Doctor,58178.0,Divorced,Nova,Standard,,,Medium
6386,233051,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,210090.0,Divorced,Nova,Standard,2015.0,,High
6535,916713,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,61750.0,Married,Nova,Standard,,,Medium
7549,872069,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,46839.0,Married,Nova,Standard,2018.0,,Low
7623,943668,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,88919.0,Single,Aurora,2018 Promotion,,,High
7626,750280,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,58717.0,Divorced,Nova,Standard,,,Medium
7892,189197,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,64614.0,Married,Nova,Standard,,,Medium
8007,417553,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,65033.0,Single,Nova,Standard,2016.0,,Medium
8122,668510,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,82190.0,Divorced,Nova,Standard,,,High
8348,407008,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,104968.0,Married,Nova,Standard,,,High
8402,561961,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,103425.0,Married,Nova,Standard,,,High
8654,782596,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,87099.0,Married,Nova,Standard,,,High
8876,355906,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,77373.0,Single,Nova,Standard,,,High
8883,545889,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,69119.0,Divorced,Nova,Standard,,,Medium
9740,561307,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59475.0,Single,Nova,Standard,,,Medium
9800,271675,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,77037.0,Married,Nova,Standard,,,High
10736,459345,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,72896.0,Divorced,Star,Standard,,,High
10814,666473,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,55976.0,Married,Star,Standard,,,Medium
10832,490250,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,48353.0,Married,Star,Standard,,,Low
11307,471583,Canada,Ontario,Toronto,M2M 7K8,Male,Doctor,160909.0,Married,Star,Standard,,,High
11426,849589,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,75783.0,Single,Star,Standard,,,High
11435,250311,Canada,Ontario,Toronto,M3R 4K8,Female,Doctor,213687.0,Divorced,Star,Standard,,,High
11858,945430,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,85742.0,Single,Star,Standard,,,High
11905,200877,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,79536.0,Married,Star,Standard,,,High
11981,763000,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,54156.0,Married,Star,Standard,2017.0,,Medium
12263,587619,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,81959.0,Divorced,Star,Standard,,,High
12931,655085,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,52657.0,Married,Star,Standard,,,Medium
13502,822507,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,53061.0,Married,Star,Standard,,,Medium
13602,644014,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,71910.0,Married,Star,Standard,,,High
13828,651020,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,91847.0,Married,Star,Standard,,,High
13856,785114,Canada,Quebec,Tremblant,H5Y 2S9,Male,High School or Below,42265.0,Married,Nova,2018 Promotion,,,Low
13932,547559,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,61351.0,Married,Star,Standard,,,Medium
13940,428565,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,69274.0,Single,Star,Standard,,,Medium
13967,761114,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,51645.0,Married,Star,Standard,,,Medium
15124,368591,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,250253.0,Divorced,Star,Standard,,,High
15249,244414,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,97103.0,Single,Star,Standard,,,High
15266,397242,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,48626.0,Married,Star,Standard,2017.0,,Low
15286,759417,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,92396.0,Married,Star,Standard,,,High
15316,151967,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,49366.0,Married,Star,Standard,,,Low
15615,886086,Canada,Quebec,Hull,J8Y 3Z5,Female,High School or Below,66205.0,Married,Star,Standard,,,Medium
15687,231592,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,86667.0,Married,Star,Standard,,,High
16534,170368,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,80586.0,Married,Star,2018 Promotion,,,High
16616,484939,Canada,British Columbia,Victoria,V10 6T5,Male,High School or Below,78531.0,Single,Star,Standard,2016.0,,High
16722,217054,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,74917.0,Married,Star,Standard,,,High
122,539673,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,49558.0,Married,Star,Standard,2018.0,,Low
900,873458,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,84117.0,Divorced,Aurora,Standard,,,High
1300,767385,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,46596.0,Married,Aurora,Standard,,,Low
1314,111912,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,77443.0,Divorced,Aurora,Standard,,,High
1638,839967,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,87286.0,Married,Aurora,Standard,,,High
1686,979449,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,64373.0,Married,Aurora,Standard,2017.0,,Medium
1706,401055,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,97790.0,Married,Aurora,Standard,,,High
1743,777561,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,73022.0,Married,Aurora,Standard,,,High
2104,317683,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,72919.0,Married,Aurora,Standard,,,High
2339,620858,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,51018.0,Divorced,Aurora,Standard,,,Medium
2383,953784,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,85357.0,Single,Nova,2018 Promotion,,,High
2663,457605,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,89781.0,Married,Aurora,Standard,2017.0,,High
3359,941545,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,66001.0,Married,Nova,2018 Promotion,2018.0,,Medium
3840,357298,Canada,Ontario,Toronto,P1L 8X8,Female,High School or Below,51930.0,Married,Aurora,Standard,,,Medium
3917,677217,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,82573.0,Single,Aurora,Standard,,,High
4261,549537,Canada,Ontario,Toronto,M8Y 4K8,Male,Doctor,176843.0,Divorced,Nova,Standard,,,High
4390,766861,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,64374.0,Married,Star,2018 Promotion,,,Medium
5457,181434,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,66695.0,Divorced,Nova,Standard,2015.0,,Medium
6065,958923,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,62761.0,Single,Nova,Standard,,,Medium
6251,702005,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,84852.0,Divorced,Star,2018 Promotion,,,High
6275,833547,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,87259.0,Divorced,Nova,Standard,,,High
6857,558686,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59417.0,Married,Nova,Standard,,,Medium
7147,795174,Canada,Alberta,Edmonton,T3G 6Y6,Male,Doctor,220552.0,Single,Nova,Standard,,,High
7199,206366,Canada,Ontario,Ottawa,K1F 2R2,Male,High School or Below,46991.0,Divorced,Nova,Standard,,,Low
7476,729542,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,81472.0,Married,Nova,Standard,2016.0,,High
7541,508934,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,94927.0,Married,Nova,Standard,,,High
7913,550896,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,61644.0,Married,Nova,Standard,,,Medium
8197,843642,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,73237.0,Married,Nova,Standard,,,High
8519,783610,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,47297.0,Married,Nova,Standard,2018.0,,Low
8747,864084,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,60519.0,Married,Nova,Standard,,,Medium
8859,106037,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,94980.0,Married,Nova,Standard,,,High
9073,891105,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,58907.0,Married,Nova,Standard,,,Medium
9343,283437,Canada,Ontario,Ottawa,K1F 2R2,Male,Master,111106.0,Married,Nova,Standard,,,High
9611,552568,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,58642.0,Single,Nova,Standard,,,Medium
9631,638495,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,56531.0,Married,Nova,Standard,,,Medium
10098,206466,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,101933.0,Married,Nova,2018 Promotion,,,High
10363,742749,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,65530.0,Single,Star,Standard,,,Medium
11042,733627,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,86009.0,Married,Star,Standard,,,High
11327,449046,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,84814.0,Divorced,Star,Standard,,,High
11438,874938,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,51255.0,Married,Star,Standard,,,Medium
11704,919117,Canada,Ontario,Toronto,P1L 8X8,Male,Master,82940.0,Married,Star,Standard,,,High
11942,311795,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,61693.0,Married,Star,Standard,,6.0,Medium
12016,922926,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,49217.0,Single,Star,Standard,,,Low
12062,683660,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,69371.0,Divorced,Star,Standard,,,Medium
12104,653400,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,47445.0,Married,Star,Standard,2018.0,,Low
12567,340277,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,66246.0,Married,Star,Standard,,,Medium
12661,269632,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,55667.0,Single,Star,Standard,,,Medium
12939,149430,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,128352.0,Single,Star,Standard,2018.0,,High
13577,773112,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,93549.0,Divorced,Star,Standard,,,High
13624,823628,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,57172.0,Married,Star,Standard,,,Medium
14180,740814,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,97333.0,Married,Star,Standard,,8.0,High
14427,379041,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,100585.0,Married,Star,Standard,,,High
14581,315482,Canada,Ontario,Sudbury,M5V 1G5,Male,High School or Below,59423.0,Married,Star,Standard,,,Medium
14599,277788,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,83322.0,Married,Star,Standard,,,High
14603,673192,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,83322.0,Married,Star,Standard,,,High
14700,127127,Canada,Quebec,Quebec City,G1B 3L5,Female,High School or Below,74090.0,Married,Star,Standard,,,High
14773,106946,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,55446.0,Married,Star,Standard,,,Medium
14806,386936,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,94155.0,Married,Star,Standard,,,High
14975,922206,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,91753.0,Divorced,Star,Standard,,,High
15373,986208,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,59510.0,Single,Star,Standard,,,Medium
15819,976700,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,52406.0,Single,Star,Standard,,,Medium
16278,136879,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,70124.0,Married,Star,Standard,2018.0,,High
16400,137529,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,99286.0,Married,Star,Standard,2017.0,,High
136,606026,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,55207.0,Single,Star,Standard,,,Medium
137,460291,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,55476.0,Divorced,Star,Standard,,,Medium
593,811684,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,104990.0,Married,Star,Standard,,,High
1048,401036,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,94657.0,Married,Aurora,Standard,,,High
1229,846277,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,57808.0,Divorced,Aurora,Standard,,,Medium
1318,202859,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,86388.0,Single,Aurora,Standard,,,High
1437,837704,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,69274.0,Single,Aurora,Standard,,,Medium
1490,508824,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,77841.0,Married,Aurora,Standard,,9.0,High
2482,439572,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,50905.0,Married,Nova,2018 Promotion,,,Medium
2525,752140,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,103066.0,Divorced,Aurora,Standard,,,High
2769,716961,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,52734.0,Married,Aurora,Standard,,,Medium
2785,665100,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,52804.0,Married,Aurora,Standard,,2.0,Medium
2839,921489,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,51157.0,Married,Aurora,Standard,,,Medium
3370,456367,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,84672.0,Married,Aurora,Standard,,,High
3547,306400,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,231305.0,Married,Aurora,Standard,,,High
4375,945166,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,76565.0,Single,Nova,Standard,,,High
4434,213086,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,97825.0,Married,Nova,Standard,,,High
4519,926611,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,52545.0,Married,Nova,Standard,,,Medium
4752,706820,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,71120.0,Married,Nova,Standard,,,High
4844,990918,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,91238.0,Married,Nova,Standard,,,High
5122,216269,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,50363.0,Single,Nova,Standard,,,Medium
5344,634185,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,61885.0,Divorced,Nova,Standard,,,Medium
5588,891233,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,99814.0,Married,Nova,Standard,,,High
5704,136020,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,63871.0,Married,Nova,Standard,,,Medium
6033,902679,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,97502.0,Married,Nova,Standard,,,High
6042,601143,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,High School or Below,45384.0,Married,Nova,Standard,,,Low
6258,871739,Canada,Manitoba,Winnipeg,R2C 0M5,Male,High School or Below,66250.0,Married,Nova,Standard,2017.0,,Medium
6476,840667,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,47970.0,Married,Nova,Standard,2018.0,,Low
6967,949952,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,70161.0,Married,Nova,Standard,,,High
6995,665467,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,95440.0,Married,Nova,Standard,,,High
7017,529140,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,84616.0,Married,Nova,Standard,,,High
7181,380255,Canada,Ontario,Ottawa,K1F 2R2,Female,High School or Below,46714.0,Single,Nova,Standard,,,Low
7255,834523,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,199894.0,Married,Nova,Standard,,,High
7501,907015,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,52545.0,Married,Nova,Standard,,,Medium
7686,414727,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,102379.0,Divorced,Nova,Standard,,,High
8401,208553,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,57235.0,Married,Nova,Standard,,6.0,Medium
8867,529922,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,89913.0,Married,Nova,Standard,,,High
9542,131772,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,47030.0,Married,Nova,Standard,,,Low
10019,415916,Canada,Ontario,Toronto,M2P 4F6,Female,Master,117771.0,Single,Star,Standard,,,High
10048,193781,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,53005.0,Single,Star,Standard,,,Medium
10425,936319,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,80818.0,Divorced,Star,Standard,,,High
10437,804402,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,92744.0,Married,Star,Standard,,,High
10463,719242,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,78988.0,Single,Star,Standard,,,High
11093,794496,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,89557.0,Married,Star,2018 Promotion,,,High
11639,480239,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,101715.0,Married,Star,Standard,,,High
11701,786966,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Master,82940.0,Married,Star,Standard,2017.0,,High
12489,297327,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,70222.0,Single,Star,Standard,,,High
12559,861917,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,57453.0,Divorced,Star,Standard,2016.0,,Medium
12878,627893,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,97878.0,Married,Star,Standard,,,High
12967,920545,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,74413.0,Married,Star,Standard,,,High
13194,292084,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,76887.0,Married,Star,Standard,,,High
13225,696026,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,66250.0,Married,Star,Standard,2017.0,,Medium
13416,916634,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,57940.0,Married,Star,Standard,,,Medium
13484,473548,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,88513.0,Single,Star,Standard,,,High
13937,533509,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,91673.0,Married,Star,Standard,,,High
14908,650704,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,147572.0,Married,Star,Standard,,,High
15007,563188,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,77943.0,Married,Star,Standard,,,High
16360,330131,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,93285.0,Married,Star,Standard,,,High
322,641448,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,83194.0,Married,Star,Standard,,,High
914,881584,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,66023.0,Divorced,Star,2018 Promotion,,,Medium
1746,318199,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,55597.0,Married,Aurora,Standard,,,Medium
2789,861879,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,70384.0,Single,Aurora,Standard,2017.0,,High
3018,138873,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,70256.0,Married,Aurora,Standard,2017.0,,High
3426,741244,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,85761.0,Married,Aurora,Standard,,,High
3622,807769,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,49952.0,Married,Aurora,Standard,,,Low
3864,876243,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,69375.0,Married,Aurora,Standard,2015.0,,Medium
3895,337148,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,67819.0,Single,Aurora,Standard,,,Medium
3942,781963,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,79614.0,Married,Aurora,Standard,2018.0,,High
4915,250609,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,81741.0,Divorced,Nova,Standard,,4.0,High
4971,535436,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,267656.0,Married,Nova,Standard,,,High
5243,997439,Canada,Ontario,Toronto,M2Z 4K1,Male,Master,118530.0,Single,Nova,Standard,,,High
5329,661088,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,48824.0,Married,Nova,Standard,,,Low
5447,789190,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,77663.0,Married,Nova,Standard,,,High
5769,407305,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,74964.0,Married,Nova,Standard,,,High
6371,526822,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,92853.0,Married,Nova,Standard,,,High
6375,655039,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,77340.0,Married,Nova,Standard,,,High
6623,208634,Canada,Ontario,Toronto,M2M 6J7,Male,High School or Below,80767.0,Married,Nova,Standard,,,High
